id,carat,depth,table,price,weight,volume,density,cut_encoded,color_encoded,clarity_encoded
27,-0.22727272727272738,0.5384615384615334,-1.0,7.266,-0.22727272727272738,-0.230971615133538,-0.010521295031779532,0,3,0
28,-0.2121212121212122,0.0,0.0,7.074,-0.21212121212121224,-0.21655006136639746,0.0568518771956291,0,1,3
29,0.8484848484848485,0.23076923076922784,0.5,8.456,0.8484848484848486,0.8641319020761954,-0.6622637107650168,1,4,6
30,0.9999999999999998,0.38461538461538336,1.0,8.606,1.0,0.9700981978917851,0.837354975049309,1,5,5
31,-0.09090909090909098,-0.5384615384615389,2.0,7.033,-0.09090909090909102,-0.10557332162832288,0.8497700312765227,2,4,5
32,-0.37878787878787884,0.6153846153846112,-1.0,6.385,-0.3787878787878789,-0.3869567527484224,0.5472574187441434,1,3,5
33,0.0,-0.07692307692307776,0.0,7.633,0.0,-0.006977489346702377,0.21916651313700425,0,0,4
34,-0.3636363636363637,0.23076923076922784,-1.5,6.04,-0.36363636363636376,-0.35280328781462167,-1.7139464152350148,0,4,6
35,0.2424242424242423,0.07692307692307776,-0.5,7.525,0.24242424242424232,0.2504172402281565,-0.6254518028032361,0,6,5
36,0.7878787878787878,1.384615384615378,0.0,8.573,0.7878787878787877,0.7717649640458794,0.44324512347845746,2,4,5
37,-0.37878787878787884,1.15384615384615,0.0,6.347,-0.3787878787878789,-0.3867527563004483,0.5214028885287426,3,0,5
38,-0.3484848484848485,0.23076923076922784,-1.0,6.852,-0.3484848484848486,-0.35166813142842457,-0.07342049750001568,0,3,0
39,0.21212121212121196,0.3076923076923056,-0.5,7.631,0.21212121212121202,0.21976305149164724,-0.6242065281339217,0,1,6
40,2.9848484848484844,-0.38461538461538336,0.0,9.626,2.9848484848484844,2.9705889411083857,0.1603234962726254,1,4,6
42,-0.28787878787878796,-0.23076923076923328,-0.5,7.025,-0.287878787878788,-0.29574859562519845,0.42626756027050494,0,0,4
43,-0.39393939393939403,-0.15384615384615552,-0.5,6.797,-0.39393939393939403,-0.3867961815605793,-1.375787831154986,0,1,1
45,-0.3636363636363637,1.0769230769230722,-1.0,6.356,-0.36363636363636376,-0.36954177684858946,0.25345820447474704,0,5,4
47,-0.33333333333333337,-0.7692307692307667,0.0,6.579,-0.3333333333333334,-0.32890419175522356,-0.9204139657174957,0,3,3
48,0.9999999999999998,0.23076923076922784,-1.0,8.971,1.0,0.9781225741589399,0.577417148068635,0,4,5
49,0.21212121212121196,-0.3076923076923056,-0.5,8.179,0.21212121212121202,0.2009420296134567,0.4092325575757988,2,0,3
50,0.9999999999999998,0.15384615384615005,1.0,8.837,1.0,0.9738211238533798,0.7164722114506902,1,2,5
51,1.5909090909090908,-1.9999999999999944,1.5,9.412,1.5909090909090908,1.5731699301514406,0.33618020293277123,1,0,5
52,0.22727272727272713,0.692307692307689,0.5,8.115,0.22727272727272715,0.22015500293249504,0.1805320528072252,2,1,4
53,-0.3636363636363637,0.6153846153846112,0.5,5.961,-0.36363636363636376,-0.34917056624443027,-2.123640405901882,2,5,5
54,-0.030303030303030328,-0.07692307692307776,-1.0,7.483,-0.03030303030303041,-0.03201793355440409,-0.1491988901324281,0,1,5
56,-0.39393939393939403,0.15384615384615005,1.5,6.654,-0.39393939393939403,-0.3980810273430654,0.04234801468224472,1,3,3
58,-0.27272727272727276,0.8461538461538445,-1.0,7.268,-0.2727272727272728,-0.2750633465866986,-0.1493874787916375,0,1,0
59,-0.2121212121212122,0.38461538461538336,-0.5,6.931,-0.21212121212121224,-0.2257448280945934,0.9155393237334417,0,1,4
60,0.2727272727272726,0.07692307692307776,-0.5,7.93,0.2727272727272726,0.2681160144384705,0.04205860015411161,0,1,5
61,0.21212121212121196,0.23076923076922784,0.0,7.71,0.21212121212121202,0.20622944432302776,0.11519525446560881,0,2,5
62,0.07575757575757565,-1.3846153846153832,2.5,7.261,0.07575757575757565,0.06634008714988102,0.3569945122024718,3,0,6
63,0.9848484848484846,0.3076923076923056,-0.5,8.384,0.9848484848484849,0.960499492397592,0.6627244629632689,0,2,7
65,1.0606060606060606,1.3076923076923002,0.5,8.976,1.0606060606060606,1.0295226027488482,0.8476406161219039,2,3,5
67,-0.39393939393939403,0.8461538461538445,1.0,6.528,-0.39393939393939403,-0.39125062920211984,-0.8243025354996448,1,4,1
68,-0.39393939393939403,-0.23076923076923328,0.0,6.564,-0.39393939393939403,-0.3955742666552284,-0.278724258340942,0,5,1
69,0.3787878787878788,0.38461538461538336,-1.0,8.039,0.3787878787878787,0.3586701666891926,0.7875045453145522,0,1,6
70,-0.3636363636363637,0.8461538461538445,-1.0,6.554,-0.36363636363636376,-0.37018138955976654,0.33134667575567645,0,1,4
71,-0.07575757575757582,0.6153846153846112,0.0,7.432,-0.07575757575757587,-0.0833080399390586,0.28441247869859293,0,3,3
72,0.3030303030303029,0.07692307692307776,-0.5,8.384,0.3030303030303029,0.287955525899595,0.5777678027908287,0,0,3
73,-0.18181818181818188,-0.4615384615384611,1.5,6.898,-0.18181818181818193,-0.1895018645842,0.3416259318793545,1,3,5
74,0.2424242424242423,-0.15384615384615552,-0.5,8.195,0.24242424242424232,0.25805845514531106,-1.0234304552468756,0,0,3
75,0.712121212121212,0.9230769230769168,-0.5,8.469,0.712121212121212,0.6977396285992201,0.3990534844767343,0,0,6
77,0.21212121212121196,1.0769230769230722,1.0,7.73,0.21212121212121202,0.19665320239433406,0.649915009281448,2,3,5
78,0.8181818181818182,-0.15384615384615552,1.5,9.133,0.8181818181818183,0.7960521048390818,0.65007128466482,2,3,1
79,-0.39393939393939403,-0.23076923076923328,-1.0,6.594,-0.39393939393939403,-0.39066948810154983,-0.8968547031180886,0,2,3
81,0.8636363636363633,-1.7692307692307667,1.0,9.09,0.8636363636363633,0.8884078940120327,-0.9594404056956956,1,3,1
83,0.3181818181818181,0.7692307692307667,-1.0,7.834,0.31818181818181807,0.31800687472636635,-0.18130147401943317,1,5,3
84,-0.07575757575757582,0.9999999999999946,-1.0,7.072,-0.07575757575757587,-0.08302382700165056,0.2627104011402005,1,5,4
85,2.318181818181818,-3.3846153846153726,3.5,9.357,2.3181818181818183,2.3649611351984015,-0.9186868987784523,3,6,4
86,-0.3030303030303031,0.9230769230769168,0.0,6.959,-0.30303030303030315,-0.31224540323051403,0.584886598043923,0,3,1
87,1.0606060606060606,-0.38461538461538336,0.0,9.568,1.0606060606060606,1.0700203387867782,-0.4017260232096654,0,1,2
88,-0.3484848484848485,0.07692307692307776,1.0,6.918,-0.3484848484848486,-0.35461207474785494,0.2719280477770343,1,4,0
89,-0.07575757575757582,1.4615384615384557,-1.0,6.974,-0.07575757575757587,-0.0812634592795332,0.12864777968983296,2,5,5
91,0.22727272727272713,-0.692307692307689,1.5,7.726,0.22727272727272715,0.20902036266468269,0.7957105182338446,2,4,5
92,-0.3181818181818183,-0.38461538461538336,1.0,6.669,-0.3181818181818183,-0.3285789399659967,0.7350427143583317,1,1,5
93,-0.37878787878787884,-0.15384615384615552,0.0,6.649,-0.3787878787878789,-0.3785781192350299,-0.4963270214492966,0,3,1
95,-0.030303030303030328,0.15384615384615005,-0.5,7.621,-0.03030303030303041,-0.032609947094387165,-0.10708706488830813,0,0,4
96,-0.27272727272727276,-0.15384615384615552,-1.0,6.515,-0.2727272727272728,-0.2743586558758809,-0.22048180033940618,0,5,4
97,0.7878787878787878,-0.4615384615384611,0.5,9.231,0.7878787878787877,0.7814862148317644,0.0927837630702122,2,2,1
98,1.0909090909090908,0.07692307692307776,-1.0,9.078,1.0909090909090908,1.0880161332995713,-0.027206155678434995,0,4,1
99,0.7878787878787878,0.15384615384615005,-0.5,8.585,0.7878787878787877,0.7599691412527655,0.874172327701778,0,3,5
101,-0.2575757575757576,-0.15384615384615552,1.0,6.962,-0.2575757575757577,-0.2615891139939934,0.020019461571205332,2,0,2
104,1.9393939393939394,-1.4615384615384557,0.5,9.54,1.9393939393939394,1.9570017411059974,-0.4451773690166252,1,4,5
105,0.34848484848484845,-1.9230769230769167,0.0,7.696,0.3484848484848484,0.36645033691040735,-1.0441709841552655,1,6,5
107,0.8484848484848485,-0.5384615384615389,0.0,9.119,0.8484848484848486,0.8611618833300361,-0.5620864576268753,1,3,0
108,-0.37878787878787884,-0.3076923076923056,-0.5,6.574,-0.3787878787878789,-0.3673880203122781,-1.8338428287634436,0,2,2
109,-0.37878787878787884,-0.4615384615384611,-0.5,6.465,-0.3787878787878789,-0.3814355805914663,-0.14459465378278508,0,3,3
112,0.7727272727272727,0.15384615384615005,1.0,8.443,0.7727272727272726,0.7486504250573278,0.7403972263166236,1,2,6
113,-0.3484848484848485,-0.07692307692307776,-0.5,6.55,-0.3484848484848486,-0.34899480128320376,-0.3835238737673072,0,3,3
114,-0.24242424242424246,-0.692307692307689,1.5,7.188,-0.24242424242424254,-0.24898063163832945,0.2660149118192809,1,0,2
115,-0.09090909090909098,1.3076923076923002,0.0,7.27,-0.09090909090909102,-0.10571389858436361,0.8609369629333725,3,2,4
117,0.0,-0.15384615384615552,0.0,7.154,0.0,-0.003775500655909937,-0.0022513383185836524,0,2,6
118,-0.22727272727272738,-1.4615384615384557,0.0,7.071,-0.22727272727272738,-0.22248125348427703,-0.7984083985419921,0,0,4
119,0.712121212121212,-2.4615384615384555,1.5,8.098,0.712121212121212,0.6882466069016963,0.7617278394287101,1,5,5
120,-0.030303030303030328,0.7692307692307667,-1.0,7.508,-0.03030303030303041,-0.036966846840954984,0.20471436273411797,0,1,3
121,-0.39393939393939403,-0.38461538461538336,-0.5,6.654,-0.39393939393939403,-0.39834616744184154,0.07651519355605355,0,2,4
123,0.07575757575757565,-0.38461538461538336,0.0,7.245,0.07575757575757565,0.07017639975505127,0.11240659209217552,0,5,6
125,0.9999999999999998,-2.076923076923072,1.0,8.893,1.0,1.00246106419354,-0.19723574554963585,1,4,3
126,-0.24242424242424246,-1.7692307692307667,1.0,6.816,-0.24242424242424254,-0.25192171863893115,0.5536793709970855,1,1,4
127,-0.33333333333333337,-0.23076923076923328,-1.0,6.118,-0.3333333333333334,-0.3361965764319153,-0.10744957686066252,0,1,6
128,0.6666666666666665,-0.9230769230769222,0.5,8.514,0.6666666666666665,0.666651288614649,-0.1456785394514218,1,4,4
129,1.5454545454545454,-0.4615384615384611,0.0,9.515,1.5454545454545454,1.5424789686134923,-0.019902545646993102,0,1,5
130,2.1969696969696964,-1.3076923076923055,1.5,9.748,2.1969696969696964,2.228126970356104,-0.6630653628550951,0,5,5
131,-0.3636363636363637,-0.4615384615384611,-0.5,6.631,-0.36363636363636376,-0.3600687309550046,-0.8764170025802465,0,0,4
132,2.1818181818181817,-0.6153846153846166,2.5,9.476,2.1818181818181817,2.1316812827495664,0.9080619135156517,2,6,4
133,1.0757575757575757,0.15384615384615005,0.0,9.379,1.0757575757575757,1.0669333031079518,0.15314730744705743,0,1,3
135,-0.09090909090909098,-0.5384615384615389,0.0,7.093,-0.09090909090909102,-0.08889505485198651,-0.44590354908579266,0,2,6
136,1.4393939393939392,-0.38461538461538336,1.0,9.029,1.4393939393939394,1.4140149236116917,0.5568048702997005,0,5,5
137,0.09090909090909081,0.4615384615384611,-1.0,7.508,0.0909090909090908,0.09294080012483778,-0.3610927586782797,1,3,4
138,1.6969696969696968,-1.846153846153839,0.0,8.943,1.696969696969697,1.7097137640056763,-0.37723402503303577,1,6,6
139,-0.060606060606060656,0.0,-1.5,7.451,-0.06060606060606071,-0.04233075561155031,-1.5938385782307882,0,3,3
141,1.0909090909090908,-0.15384615384615552,0.0,8.681,1.0909090909090908,1.0662565582519992,0.6354776390849455,0,3,6
142,-0.09090909090909098,0.07692307692307776,-1.0,7.394,-0.09090909090909102,-0.08755848191869313,-0.5472910415735471,0,4,4
143,0.15151515151515146,-0.8461538461538445,1.0,7.701,0.1515151515151514,0.17567241649635984,-1.5901797658929315,2,3,2
144,0.6818181818181818,0.8461538461538445,-0.5,8.726,0.6818181818181817,0.6610488403661129,0.6554567233239247,2,2,4
145,-0.37878787878787884,0.3076923076923056,0.0,6.299,-0.3787878787878789,-0.3804786216444661,-0.26286370081658983,0,3,4
146,-0.37878787878787884,-1.0769230769230722,0.0,7.052,-0.3787878787878789,-0.3774617961252402,-0.632588195124133,0,2,0
147,0.03030303030303016,0.0,0.0,7.911,0.03030303030303009,0.01960098119711575,0.46222052214321335,0,2,1
149,0.515151515151515,0.38461538461538336,-0.5,8.62,0.515151515151515,0.49111043784912156,0.8806539771037358,0,3,3
151,0.924242424242424,0.07692307692307776,1.0,9.204,0.9242424242424241,0.8914958418700986,0.9704349839207335,1,0,3
155,0.22727272727272713,-0.9230769230769222,0.0,8.05,0.22727272727272715,0.23065603797260278,-0.38804945598073315,0,0,4
156,1.5151515151515151,0.6153846153846112,0.0,8.963,1.5151515151515151,1.4995454744454526,0.2936633225758028,0,6,4
157,0.22727272727272713,1.15384615384615,-1.5,7.853,0.22727272727272715,0.2081274221151765,0.8456042051135387,2,3,4
158,-0.060606060606060656,-0.38461538461538336,0.5,7.656,-0.06060606060606071,-0.058504559626975296,-0.43524830272564907,2,3,1
160,0.8333333333333334,0.23076923076922784,0.0,8.457,0.8333333333333335,0.819829788920388,0.3392684264192601,0,5,5
162,-0.4848484848484849,1.15384615384615,-1.0,6.163,-0.484848484848485,-0.4859828848546517,-0.4275405725072439,2,0,5
163,0.7424242424242424,1.0769230769230722,1.0,8.333,0.7424242424242423,0.7126467934230017,0.9703566091043916,2,4,6
165,0.21212121212121196,0.15384615384615005,-1.0,7.706,0.21212121212121202,0.19959178320551144,0.48479464732804745,1,0,6
166,-0.2121212121212122,-0.5384615384615389,1.0,6.865,-0.21212121212121224,-0.22035771864396186,0.4094127963293764,1,1,4
167,-0.33333333333333337,-0.38461538461538336,-0.5,6.621,-0.3333333333333334,-0.32741510982433025,-1.0836414361594038,0,4,1
168,0.8333333333333334,-0.3076923076923056,-1.0,8.586,0.8333333333333335,0.8434973020202836,-0.48131849213444616,0,1,6
171,0.3787878787878788,0.07692307692307776,-0.9499999999999993,8.325,0.3787878787878787,0.3803202157305741,-0.2530709461441542,0,3,2
173,2.3030303030303028,-0.3076923076923056,0.5,9.637,2.303030303030303,2.2577382249488633,0.7802179383552792,1,5,6
174,1.5,0.7692307692307667,-0.5,9.131,1.5,1.4661196152706228,0.7586612245264768,0,5,4
175,-0.3636363636363637,-0.23076923076923328,-1.5,6.658,-0.36363636363636376,-0.35936010589534834,-0.9591908426238998,0,1,2
176,-0.015151515151515164,0.3076923076923056,-1.0,7.447,-0.015151515151515152,-0.021251270077139908,0.1611786386673993,0,1,4
178,1.5151515151515151,-1.5384615384615334,0.5,8.912,1.5151515151515151,1.5289763663250637,-0.4324471777922774,2,6,5
179,0.21212121212121196,-0.4615384615384611,2.0,7.99,0.21212121212121202,0.19129379002241106,0.953457669811063,3,1,3
180,-0.39393939393939403,-0.07692307692307776,0.5,6.461,-0.39393939393939403,-0.4035881574681013,0.7603128491185623,2,1,4
181,-0.3484848484848485,-1.2307692307692277,0.5,6.611,-0.3484848484848486,-0.3548505589422052,0.3000831636385772,1,3,4
182,0.2424242424242423,0.07692307692307776,0.5,7.662,0.24242424242424232,0.23784544774854655,0.04146752862581272,1,1,6
183,0.21212121212121196,-1.7692307692307667,2.5,7.822,0.21212121212121202,0.1967832293985713,0.6425891652918323,1,3,3
185,-0.33333333333333337,1.2307692307692277,-1.0,6.286,-0.3333333333333334,-0.32896868927716655,-0.9133230057892927,3,4,4
187,-0.37878787878787884,1.384615384615378,0.0,6.299,-0.3787878787878789,-0.3811508516738831,-0.17983405892345009,3,1,5
188,0.8484848484848485,0.0,-1.0,8.773,0.8484848484848486,0.8349774926452904,0.3363605250541594,0,1,5
191,-0.015151515151515164,0.38461538461538336,-0.5,7.186,-0.015151515151515152,-0.02442322135057044,0.38576769139253975,1,3,5
192,0.9696969696969695,-0.23076923076923328,0.5,8.799,0.9696969696969696,0.9486269267672975,0.5606561803048842,1,4,3
194,-0.030303030303030328,-0.3076923076923056,0.5,7.442,-0.03030303030303041,-0.03868240721318537,0.328404725332552,2,1,4
196,-0.3484848484848485,-0.15384615384615552,1.0,6.75,-0.3484848484848486,-0.35013845291443396,-0.2512656463910822,1,3,3
197,-0.030303030303030328,0.38461538461538336,-0.5,7.593,-0.03030303030303041,-0.04602345987714889,0.8636332612342982,0,3,2
198,-0.39393939393939403,0.07692307692307776,-1.0,6.849,-0.39393939393939403,-0.39212726109250595,-0.7145133209945427,0,1,0
199,-0.37878787878787884,-0.5384615384615389,1.5,6.142,-0.3787878787878789,-0.3842579184402388,0.20703013506367032,1,6,5
200,-0.22727272727272738,-2.769230769230761,2.0,6.792,-0.22727272727272738,-0.23134229160607622,0.02436753128372682,3,2,3
201,0.2424242424242423,0.4615384615384611,0.5,7.807,0.24242424242424232,0.23145400131408142,0.3864592625486143,0,4,5
202,-0.19696969696969704,-0.07692307692307776,-0.5,7.169,-0.19696969696969707,-0.19538418600831015,-0.48015896937627733,0,4,1
203,0.515151515151515,-0.38461538461538336,-0.5,8.267,0.515151515151515,0.532769525481089,-0.9040433646551534,2,2,5
206,1.424242424242424,0.38461538461538336,1.5,8.868,1.4242424242424243,1.382958703393048,0.9804765075870258,1,3,6
207,0.0,-0.38461538461538336,0.0,7.53,0.0,0.011674585879724343,-1.0475616848241438,1,1,4
208,-0.3484848484848485,0.6153846153846112,-1.5,6.41,-0.3484848484848486,-0.35436409098991584,0.24268002871624814,0,0,5
212,-0.27272727272727276,0.6153846153846112,-1.5,6.906,-0.2727272727272728,-0.27006280764079843,-0.6501559931994766,0,2,3
213,-0.19696969696969704,-0.07692307692307776,-0.5,6.97,-0.19696969696969707,-0.20778123627311318,0.6349887304174961,0,0,5
214,-0.2121212121212122,0.38461538461538336,-1.0,7.19,-0.21212121212121224,-0.21968406966906212,0.3467288736459514,0,0,2
215,-0.37878787878787884,0.15384615384615005,-0.5,6.771,-0.3787878787878789,-0.3833018071749557,0.08743772561647946,0,1,4
216,0.7272727272727272,0.5384615384615334,0.5,8.338,0.7272727272727272,0.7020490765975013,0.8057054880696739,2,2,6
217,1.0606060606060606,-0.07692307692307776,1.0,9.056,1.0606060606060606,1.0426057960799442,0.43818102589944946,0,1,5
218,-0.39393939393939403,0.4615384615384611,-1.0,6.314,-0.39393939393939403,-0.39360648411647375,-0.5283042253249784,0,0,5
219,1.5151515151515151,-0.07692307692307776,0.5,9.406,1.5151515151515151,1.4898754162641268,0.5362230840330957,1,1,4
220,-0.19696969696969704,-0.4615384615384611,0.0,6.875,-0.19696969696969707,-0.20945046899672526,0.788426144292039,1,2,4
221,-0.09090909090909098,-1.5384615384615334,2.0,7.102,-0.09090909090909102,-0.10064381288194534,0.46082875182064303,3,2,5
222,-0.43939393939393945,0.9999999999999946,-1.0,6.339,-0.4393939393939395,-0.4417048292745294,-0.21386694703314826,2,3,1
223,0.33333333333333326,0.4615384615384611,-0.5,8.207,0.3333333333333332,0.31361929258721716,0.7976689106812669,2,0,4
224,-0.04545454545454549,1.2307692307692277,-0.5,7.482,-0.04545454545454556,-0.052550258968377006,0.2402597092315386,3,1,3
227,0.045454545454545324,1.384615384615378,-0.5,7.227,0.045454545454545345,0.03074110375429354,0.7219505333273972,0,3,5
228,0.7878787878787878,1.4615384615384557,-0.5,8.223,0.7878787878787877,0.757910122362257,0.950040014465901,2,1,6
230,-0.24242424242424246,0.07692307692307776,0.5,6.898,-0.24242424242424254,-0.2549727094169231,0.8550869190958511,1,0,5
231,-0.22727272727272738,0.7692307692307667,0.0,6.735,-0.22727272727272738,-0.23618745602161595,0.48426496455914997,0,0,6
232,-0.3636363636363637,0.8461538461538445,-1.5,6.628,-0.36363636363636376,-0.3650974368901305,-0.28210128773287857,0,0,5
233,0.03030303030303016,-2.384615384615378,-1.0,7.249,0.03030303030303009,0.022204948864452654,0.2867816396488622,1,1,5
234,0.8181818181818182,0.15384615384615005,0.5,8.362,0.8181818181818183,0.7967168807977482,0.626243383922467,2,6,6
235,0.22727272727272713,-2.769230769230761,2.0,7.847,0.22727272727272715,0.2129905813393383,0.5748844464278606,3,2,3
236,-0.3484848484848485,-1.9230769230769167,1.5,6.649,-0.3484848484848486,-0.35600387598779487,0.4366240264798007,2,2,3
238,-0.4696969696969698,0.38461538461538336,0.0,6.282,-0.4696969696969698,-0.4763464483101217,0.44097158477879284,0,1,4
240,0.21212121212121196,0.9230769230769168,1.0,8.024,0.21212121212121202,0.20221963338383087,0.3379138425495734,2,2,3
242,-0.07575757575757582,0.8461538461538445,-0.5,7.472,-0.07575757575757587,-0.07697834527488828,-0.19514493237055747,0,1,3
245,0.6969696969696969,0.3076923076923056,-0.5,8.463,0.6969696969696969,0.6809841859309131,0.4645575544556535,0,5,5
246,0.7272727272727272,0.15384615384615005,1.0,8.531,0.7272727272727272,0.7261664046293594,-0.09975903426361508,2,3,5
247,-0.28787878787878796,-0.07692307692307776,-0.5,6.836,-0.287878787878788,-0.3005490816858949,0.9385728789542092,0,2,1
248,-0.19696969696969704,0.23076923076922784,-1.0,6.849,-0.19696969696969707,-0.20210114222208958,0.11877083592557061,0,3,3
249,-0.39393939393939403,0.15384615384615005,0.0,6.745,-0.39393939393939403,-0.393187572711454,-0.5811598549400384,0,3,2
250,-0.09090909090909098,-1.5384615384615334,1.5,6.866,-0.09090909090909102,-0.09523833085149166,0.040155155210158715,3,6,5
251,1.5151515151515151,0.07692307692307776,1.0,9.089,1.5151515151515151,1.517841127151691,-0.15984242439696147,1,3,6
253,1.0454545454545454,0.0,-1.5,8.497,1.0454545454545454,1.017440116112493,0.7571612395074749,0,4,6
254,-0.27272727272727276,-0.23076923076923328,-1.5,6.234,-0.2727272727272728,-0.27064063172595404,-0.5927309899424766,0,4,6
256,-0.3181818181818183,-0.15384615384615552,-1.0,6.56,-0.3181818181818183,-0.3104007741029439,-1.2505476389907577,0,2,4
258,-0.22727272727272738,0.15384615384615005,0.0,6.76,-0.22727272727272738,-0.23386455934097478,0.2628790397689705,0,2,4
259,-0.37878787878787884,0.3076923076923056,-1.0,6.671,-0.3787878787878789,-0.3804786216444661,-0.26286370081658983,0,3,1
260,-0.3636363636363637,-1.7692307692307667,0.5,6.985,-0.36363636363636376,-0.3731908070779007,0.7006078936564496,1,2,0
261,-0.3030303030303031,-0.5384615384615389,1.0,6.592,-0.30303030303030315,-0.30640579759379355,-0.04669586904510305,1,4,4
262,1.4848484848484849,1.15384615384615,0.0,9.284,1.4848484848484849,1.4748546989459994,0.15579462206175454,3,4,3
263,-0.22727272727272738,0.38461538461538336,0.5,6.526,-0.22727272727272738,-0.23903984050168217,0.7584083556621763,1,1,6
264,2.1969696969696964,-0.5384615384615389,-1.0,9.776,2.1969696969696964,2.2142357889258335,-0.4012652807599079,0,3,6
267,-0.060606060606060656,-0.3076923076923056,0.0,7.501,-0.06060606060606071,-0.06156351124196178,-0.2107944697667633,0,4,1
269,1.5606060606060606,-0.4615384615384611,0.5,9.086,1.5606060606060606,1.560445490465255,-0.08795281432633245,1,4,5
270,0.06060606060606049,0.3076923076923056,0.0,7.761,0.0606060606060605,0.06489908351463017,-0.5162757342330999,0,3,2
271,-0.4545454545454546,0.15384615384615005,-1.0,6.114,-0.45454545454545464,-0.4569795194062054,-0.20394153404486576,0,1,3
272,-0.2121212121212122,0.3076923076923056,-1.0,6.65,-0.21212121212121224,-0.2047796321690659,-1.0067831701259138,0,5,3
273,0.3636363636363636,0.0,-0.5,7.707,0.36363636363636354,0.34885146936158334,0.5344014161449574,2,6,5
275,1.8181818181818181,-0.5384615384615389,1.5,9.111,1.8181818181818181,1.8228661157260693,-0.18513006843206423,2,6,6
276,1.6212121212121209,-2.999999999999989,1.5,9.297,1.621212121212121,1.6213822240029063,-0.09358444655164143,3,2,5
277,1.03030303030303,-1.15384615384615,0.0,8.473,1.0303030303030303,1.0484239516836529,-0.6740724503029879,0,6,6
278,0.03030303030303016,-0.07692307692307776,-1.0,7.151,0.03030303030303009,0.03969704537266604,-0.8651744059998216,0,3,6
279,0.2727272727272726,-0.23076923076923328,0.0,8.049,0.2727272727272726,0.26188399666431694,0.36926096389416524,0,3,5
280,-0.3030303030303031,-0.15384615384615552,0.0,6.375,-0.30303030303030315,-0.29815535751222877,-0.916333331764891,0,4,4
281,-0.39393939393939403,0.9999999999999946,0.0,6.405,-0.39393939393939403,-0.3884718271806588,-1.1695764751102504,2,2,4
282,0.22727272727272713,1.15384615384615,0.5,7.828,0.22727272727272715,0.2081439150529309,0.8446818888572712,2,1,5
285,-0.22727272727272738,0.8461538461538445,-0.5,6.967,-0.22727272727272738,-0.2387816937770712,0.733492898931844,0,3,4
286,0.515151515151515,0.9230769230769168,1.0,8.404,0.515151515151515,0.4928520644341483,0.8038276561954372,2,0,5
287,-0.37878787878787884,-0.6153846153846166,-0.5,6.649,-0.3787878787878789,-0.36808600328081376,-1.7522229437332506,0,3,1
288,-0.28787878787878796,-1.0769230769230722,1.5,6.436,-0.287878787878788,-0.2945279339527685,0.29740543622289656,1,2,6
292,2.515151515151515,-1.846153846153839,1.0,9.514,2.5151515151515156,2.4961273683795264,0.266129219116975,1,2,6
