id,carat,depth,table,x,y,z,price,cut_oe,color_oe,clarity_oe
52,0.2686567164179104,0.714285714285715,0.6666666666666666,0.238341968911917,0.24870466321243548,0.3070175438596488,8.115,4.0,3.0,7.0
53,-0.3134328358208956,0.6428571428571425,0.6666666666666666,-0.41968911917098456,-0.4093264248704664,-0.3947368421052633,5.961,4.0,5.0,3.0
54,0.014925373134328374,0.0,-0.3333333333333333,0.005181347150258956,0.005181347150258957,0.008771929824561216,7.483,4.0,1.0,3.0
56,-0.34328358208955234,0.21428571428571247,1.3333333333333333,-0.47150259067357503,-0.4974093264248705,-0.49122807017543857,6.654,4.0,2.0,7.0
58,-0.22388059701492544,0.8571428571428601,-0.3333333333333333,-0.32124352331606215,-0.300518134715026,-0.2719298245614035,7.268,1.0,2.0,2.0
60,0.3134328358208955,0.14285714285714504,0.0,0.31606217616580273,0.28497409326424866,0.3245614035087716,7.93,1.0,3.0,6.0
61,0.253731343283582,0.285714285714285,0.3333333333333333,0.2227979274611397,0.2590673575129534,0.27192982456140313,7.71,4.0,4.0,5.0
62,0.11940298507462682,-1.2142857142857175,2.0,0.12953367875647664,0.14507772020725404,0.061403508771929675,7.261,4.0,3.0,4.0
67,-0.34328358208955234,0.8571428571428601,1.0,-0.4870466321243524,-0.4818652849740932,-0.45614035087719296,6.528,4.0,6.0,4.0
68,-0.34328358208955234,-0.14285714285714504,0.3333333333333333,-0.46113989637305713,-0.4870466321243526,-0.5000000000000002,6.564,4.0,4.0,3.0
70,-0.3134328358208956,0.8571428571428601,-0.3333333333333333,-0.4507772020725388,-0.45077720207253896,-0.4210526315789473,6.554,1.0,2.0,4.0
71,-0.029850746268656747,0.6428571428571425,0.3333333333333333,-0.06735751295336825,-0.06217616580310887,-0.026315789473684424,7.432,4.0,6.0,0.0
73,-0.13432835820895528,-0.3571428571428575,1.3333333333333333,-0.15544041450777235,-0.19170984455958556,-0.20175438596491224,6.898,4.0,6.0,2.0
74,0.28358208955223874,-0.07142857142857252,0.0,0.29533678756476645,0.29533678756476706,0.3070175438596488,8.195,4.0,1.0,2.0
75,0.746268656716418,0.9285714285714275,0.0,0.6373056994818649,0.6113989637305699,0.7280701754385961,8.469,4.0,5.0,3.0
79,-0.34328358208955234,-0.14285714285714504,-0.3333333333333333,-0.4507772020725388,-0.4818652849740932,-0.49122807017543857,6.594,1.0,0.0,0.0
81,0.8955223880597014,-1.571428571428575,1.0,0.8497409326424866,0.7979274611398965,0.7280701754385961,9.09,4.0,2.0,3.0
83,0.35820895522388063,0.7857142857142875,-0.3333333333333333,0.34715025906735736,0.3108808290155439,0.4035087719298245,7.834,4.0,3.0,3.0
84,-0.029850746268656747,1.0,-0.3333333333333333,-0.05699481865284989,-0.08808290155440412,-0.008771929824561606,7.072,4.0,4.0,6.0
85,2.328358208955224,-3.0714285714285725,2.6666666666666665,1.6994818652849732,1.6632124352331612,1.429824561403508,9.357,4.0,5.0,3.0
87,1.0895522388059702,-0.285714285714285,0.3333333333333333,0.9170984455958544,0.896373056994819,0.9210526315789467,9.568,3.0,3.0,7.0
88,-0.2985074626865672,0.14285714285714504,1.0,-0.40414507772020725,-0.42487046632124376,-0.4210526315789473,6.918,4.0,1.0,2.0
89,-0.029850746268656747,1.42857142857143,-0.3333333333333333,-0.08290155440414512,-0.07253886010362678,0.008771929824561216,6.974,3.0,5.0,2.0
93,-0.32835820895522394,-0.07142857142857252,0.3333333333333333,-0.4455958549222798,-0.44559585492228004,-0.47368421052631576,6.649,4.0,3.0,5.0
95,0.014925373134328374,0.21428571428571247,0.0,0.010362694300517911,-0.010362694300517915,0.01754385964912282,7.621,4.0,6.0,3.0
96,-0.22388059701492544,-0.07142857142857252,-0.3333333333333333,-0.2953367875647669,-0.29015544041450764,-0.3070175438596492,6.515,3.0,0.0,2.0
97,0.8208955223880599,-0.3571428571428575,0.6666666666666666,0.7305699481865279,0.7046632124352334,0.7192982456140349,9.231,1.0,3.0,3.0
98,1.119402985074627,0.14285714285714504,-0.3333333333333333,0.901554404145077,0.9119170984455959,0.9561403508771924,9.078,1.0,6.0,0.0
101,-0.20895522388059706,-0.07142857142857252,1.0,-0.2797927461139896,-0.2694300518134713,-0.2894736842105263,6.962,4.0,6.0,2.0
104,1.9552238805970152,-1.285714285714285,0.6666666666666666,1.4404145077720198,1.4145077720207258,1.3596491228070169,9.54,1.0,3.0,4.0
105,0.3880597014925374,-1.714285714285715,0.3333333333333333,0.4404145077720204,0.41968911917098434,0.3245614035087716,7.696,4.0,6.0,6.0
107,0.8805970149253733,-0.42857142857143005,0.3333333333333333,0.808290155440414,0.7409326424870466,0.7719298245614029,9.119,2.0,4.0,4.0
108,-0.32835820895522394,-0.21428571428571247,0.0,-0.4300518134715025,-0.42487046632124376,-0.45614035087719296,6.574,4.0,2.0,2.0
109,-0.32835820895522394,-0.3571428571428575,0.0,-0.4559585492227982,-0.4404145077720206,-0.48245614035087736,6.465,4.0,2.0,7.0
113,-0.2985074626865672,0.0,0.0,-0.40414507772020725,-0.39896373056994805,-0.4210526315789473,6.55,4.0,4.0,4.0
114,-0.1940298507462687,-0.57142857142857,1.3333333333333333,-0.23316062176165805,-0.2642487046632124,-0.2894736842105263,7.188,4.0,5.0,5.0
117,0.04477611940298512,-0.07142857142857252,0.3333333333333333,0.03626943005181315,0.04145077720207258,0.03508771929824525,7.154,3.0,3.0,7.0
118,-0.1791044776119404,-1.285714285714285,0.3333333333333333,-0.18652849740932653,-0.21243523316062188,-0.2807017543859651,7.071,2.0,6.0,4.0
120,0.014925373134328374,0.7857142857142875,-0.3333333333333333,-0.005181347150259415,-0.02590673575129525,0.03508771929824525,7.508,1.0,6.0,2.0
121,-0.34328358208955234,-0.285714285714285,0.0,-0.4663212435233161,-0.4870466321243526,-0.5087719298245614,6.654,3.0,4.0,4.0
123,0.11940298507462682,-0.285714285714285,0.3333333333333333,0.11917098445595828,0.12435233160621774,0.10526315789473653,7.245,3.0,3.0,2.0
125,1.0298507462686568,-1.85714285714286,1.0,0.9274611398963724,0.8860103626943007,0.7894736842105261,8.893,4.0,3.0,5.0
127,-0.28358208955223885,-0.14285714285714504,-0.3333333333333333,-0.38341968911917096,-0.3782383419689122,-0.40350877192982487,6.118,1.0,3.0,0.0
128,0.7014925373134329,-0.7857142857142875,0.6666666666666666,0.6632124352331601,0.6269430051813473,0.6140350877192979,8.514,4.0,2.0,0.0
129,1.567164179104478,-0.3571428571428575,0.3333333333333333,1.202072538860103,1.1658031088082903,1.2017543859649118,9.515,4.0,4.0,3.0
130,2.2089552238805967,-1.142857142857145,1.3333333333333333,1.5751295336787556,1.5284974093264247,1.4999999999999993,9.748,4.0,4.0,3.0
131,-0.3134328358208956,-0.3571428571428575,0.0,-0.41968911917098456,-0.4093264248704664,-0.44736842105263175,6.631,4.0,3.0,7.0
133,1.1044776119402986,0.21428571428571247,0.3333333333333333,0.8860103626943002,0.896373056994819,0.9473684210526312,9.379,2.0,2.0,4.0
135,-0.04477611940298512,-0.42857142857143005,0.3333333333333333,-0.03626943005181361,-0.06217616580310887,-0.07894736842105289,7.093,4.0,2.0,7.0
137,0.1343283582089552,0.5000000000000026,-0.3333333333333333,0.1450777202072535,0.10880829015544041,0.1666666666666666,7.508,4.0,3.0,5.0
138,1.7164179104477613,-1.6428571428571426,0.3333333333333333,1.347150259067357,1.2797927461139897,1.210526315789473,8.943,4.0,6.0,4.0
139,-0.014925373134328374,0.07142857142857252,-0.6666666666666666,-0.010362694300518371,-0.005181347150258957,0.0,7.451,4.0,1.0,4.0
142,-0.04477611940298512,0.14285714285714504,-0.3333333333333333,-0.06217616580310884,-0.056994818652849916,-0.05263157894736846,7.394,4.0,0.0,0.0
143,0.1940298507462687,-0.714285714285715,1.0,0.22797927461139864,0.24352331606217606,0.19298245614035064,7.701,4.0,3.0,0.0
145,-0.32835820895522394,0.3571428571428575,0.3333333333333333,-0.46113989637305713,-0.45595854922279794,-0.45614035087719296,6.299,4.0,2.0,3.0
146,-0.32835820895522394,-0.9285714285714275,0.3333333333333333,-0.44041450777202085,-0.41968911917098434,-0.5000000000000002,7.052,3.0,4.0,3.0
155,0.2686567164179104,-0.7857142857142875,0.3333333333333333,0.27979274611398913,0.29533678756476706,0.2456140350877191,8.05,1.0,1.0,5.0
156,1.5373134328358211,0.6428571428571425,0.3333333333333333,1.1191709844559579,1.145077720207254,1.2368421052631575,8.963,4.0,6.0,3.0
158,-0.014925373134328374,-0.285714285714285,0.6666666666666666,-0.02072538860103628,-0.015544041450777334,-0.03508771929824564,7.656,4.0,3.0,0.0
160,0.8656716417910449,0.285714285714285,0.3333333333333333,0.7202072538860099,0.7357512953367876,0.7807017543859649,8.457,3.0,5.0,5.0
162,-0.43283582089552247,1.142857142857145,-0.3333333333333333,-0.6632124352331605,-0.6424870466321245,-0.6228070175438599,6.163,3.0,6.0,5.0
166,-0.16417910447761203,-0.42857142857143005,1.0,-0.21761658031088119,-0.2072538860103629,-0.24561403508771948,6.865,1.0,4.0,0.0
167,-0.28358208955223885,-0.285714285714285,0.0,-0.37305699481865306,-0.3575129533678759,-0.3947368421052633,6.621,4.0,6.0,3.0
168,0.8656716417910449,-0.21428571428571247,-0.3333333333333333,0.7720207253886004,0.7409326424870466,0.7719298245614029,8.586,4.0,2.0,3.0
171,0.4179104477611941,0.14285714285714504,-0.29999999999999954,0.3834196891191705,0.4093264248704664,0.4298245614035085,8.325,1.0,4.0,7.0
175,-0.3134328358208956,-0.14285714285714504,-0.6666666666666666,-0.41968911917098456,-0.41450777202072536,-0.43859649122807015,6.658,3.0,3.0,7.0
176,0.029850746268656747,0.3571428571428575,-0.3333333333333333,0.025906735751295238,-0.005181347150258957,0.03508771929824525,7.447,4.0,6.0,5.0
178,1.5373134328358211,-1.3571428571428574,0.6666666666666666,1.202072538860103,1.2124352331606219,1.1315789473684206,8.912,4.0,3.0,5.0
181,-0.2985074626865672,-1.0714285714285725,0.6666666666666666,-0.38341968911917096,-0.40414507772020747,-0.46491228070175455,6.611,1.0,1.0,4.0
182,0.28358208955223874,0.14285714285714504,0.6666666666666666,0.29015544041450747,0.2538860103626944,0.29824561403508754,7.662,4.0,4.0,3.0
185,-0.28358208955223885,1.2142857142857175,-0.3333333333333333,-0.3989637305699483,-0.3886010362694301,-0.3421052631578948,6.286,4.0,2.0,4.0
187,-0.32835820895522394,1.3571428571428574,0.3333333333333333,-0.47668393782383445,-0.4766839378238342,-0.4210526315789473,6.299,3.0,5.0,2.0
188,0.8805970149253733,0.07142857142857252,-0.3333333333333333,0.7564766839378235,0.7305699481865287,0.7807017543859649,8.773,3.0,4.0,7.0
191,0.029850746268656747,0.42857142857143005,0.0,0.025906735751295238,-0.015544041450777334,0.03508771929824525,7.186,3.0,5.0,2.0
194,0.014925373134328374,-0.21428571428571247,0.6666666666666666,-0.010362694300518371,0.015544041450777334,-0.008771929824561606,7.442,4.0,3.0,4.0
196,-0.2985074626865672,-0.07142857142857252,1.0,-0.38341968911917096,-0.42487046632124376,-0.4210526315789473,6.75,4.0,6.0,5.0
198,-0.34328358208955234,0.14285714285714504,-0.3333333333333333,-0.47668393782383445,-0.47150259067357525,-0.48245614035087736,6.849,1.0,5.0,3.0
199,-0.32835820895522394,-0.42857142857143005,1.3333333333333333,-0.44041450777202085,-0.4611398963730569,-0.49122807017543857,6.142,4.0,0.0,4.0
200,-0.1791044776119404,-2.5000000000000027,1.6666666666666667,-0.19170984455958548,-0.1813471502590672,-0.3421052631578948,6.792,1.0,6.0,3.0
201,0.28358208955223874,0.5000000000000026,0.6666666666666666,0.25388601036269387,0.2642487046632124,0.3070175438596488,7.807,4.0,4.0,0.0
202,-0.14925373134328365,0.0,0.0,-0.19170984455958548,-0.18652849740932662,-0.19298245614035103,7.169,4.0,6.0,3.0
203,0.5522388059701493,-0.285714285714285,0.0,0.5181347150259066,0.544041450777202,0.5350877192982455,8.267,1.0,4.0,7.0
207,0.04477611940298512,-0.285714285714285,0.3333333333333333,0.0777202072538857,0.04145077720207258,0.043859649122806856,7.53,3.0,3.0,3.0
208,-0.2985074626865672,0.6428571428571425,-0.6666666666666666,-0.42487046632124353,-0.41968911917098434,-0.40350877192982487,6.41,3.0,2.0,2.0
212,-0.22388059701492544,0.6428571428571425,-0.6666666666666666,-0.284974093264249,-0.31606217616580334,-0.2719298245614035,6.906,1.0,3.0,3.0
214,-0.16417910447761203,0.42857142857143005,-0.3333333333333333,-0.2279792746113991,-0.2279792746113992,-0.21052631578947384,7.19,1.0,1.0,2.0
215,-0.32835820895522394,0.21428571428571247,0.0,-0.4507772020725388,-0.47150259067357525,-0.46491228070175455,6.771,1.0,3.0,0.0
218,-0.34328358208955234,0.5000000000000026,-0.3333333333333333,-0.4870466321243524,-0.4766839378238342,-0.47368421052631576,6.314,4.0,3.0,4.0
222,-0.3880597014925374,1.0,-0.3333333333333333,-0.5699481865284975,-0.5699481865284973,-0.543859649122807,6.339,1.0,5.0,3.0
224,0.0,1.2142857142857175,0.0,-0.04663212435233198,-0.03626943005181362,0.03508771929824525,7.482,3.0,1.0,2.0
232,-0.3134328358208956,0.8571428571428601,-0.6666666666666666,-0.4300518134715025,-0.45595854922279794,-0.4122807017543861,6.628,3.0,5.0,4.0
233,0.0746268656716417,-2.142857142857145,-0.3333333333333333,0.15025906735751246,0.07253886010362678,-0.026315789473684424,7.249,2.0,1.0,2.0
240,0.253731343283582,0.9285714285714275,1.0,0.21761658031088071,0.2279792746113992,0.29824561403508754,8.024,4.0,0.0,0.0
242,-0.029850746268656747,0.8571428571428601,0.0,-0.04663212435233198,-0.0777202072538862,-0.008771929824561606,7.472,1.0,6.0,0.0
246,0.7611940298507464,0.21428571428571247,1.0,0.6528497409326421,0.6735751295336788,0.7105263157894737,8.531,4.0,3.0,5.0
248,-0.14925373134328365,0.285714285714285,-0.3333333333333333,-0.20207253886010385,-0.20207253886010348,-0.19298245614035103,6.849,0.0,2.0,3.0
249,-0.34328358208955234,0.21428571428571247,0.3333333333333333,-0.47668393782383445,-0.4766839378238342,-0.48245614035087736,6.745,1.0,3.0,3.0
250,-0.04477611940298512,-1.3571428571428574,1.3333333333333333,-0.04145077720207256,-0.03626943005181362,-0.12280701754385974,6.866,2.0,4.0,5.0
251,1.5373134328358211,0.14285714285714504,1.0,1.1813471502590667,1.1295336787564767,1.219298245614035,9.089,4.0,3.0,4.0
254,-0.22388059701492544,-0.14285714285714504,-0.6666666666666666,-0.284974093264249,-0.28497409326424866,-0.3070175438596492,6.234,1.0,5.0,3.0
256,-0.26865671641791056,-0.07142857142857252,-0.3333333333333333,-0.3523316062176168,-0.33678756476683963,-0.3596491228070176,6.56,4.0,2.0,4.0
258,-0.1791044776119404,0.21428571428571247,0.3333333333333333,-0.24870466321243537,-0.2383419689119171,-0.23684210526315788,6.76,4.0,6.0,5.0
259,-0.32835820895522394,0.3571428571428575,-0.3333333333333333,-0.46113989637305713,-0.45595854922279794,-0.45614035087719296,6.671,3.0,3.0,2.0
261,-0.25373134328358216,-0.42857142857143005,1.0,-0.3160621761658032,-0.3471502590673575,-0.36842105263157926,6.592,4.0,6.0,2.0
262,1.5074626865671643,1.142857142857145,0.3333333333333333,1.0932642487046627,1.1139896373056999,1.2543859649122806,9.284,1.0,5.0,5.0
264,2.2089552238805967,-0.42857142857143005,-0.3333333333333333,1.5181347150259061,1.5233160621761657,1.5438596491228072,9.776,4.0,6.0,7.0
267,-0.014925373134328374,-0.21428571428571247,0.3333333333333333,-0.031088082901554653,-0.015544041450777334,-0.03508771929824564,7.501,3.0,1.0,4.0
269,1.5820895522388063,-0.3571428571428575,0.6666666666666666,1.2176165803108803,1.1709844559585494,1.210526315789473,9.086,1.0,2.0,2.0
270,0.10447761194029845,0.3571428571428575,0.3333333333333333,0.09326424870466303,0.10880829015544041,0.13157894736842096,7.761,1.0,3.0,2.0
271,-0.4029850746268657,0.21428571428571247,-0.3333333333333333,-0.5906735751295338,-0.5803108808290157,-0.5964912280701755,6.114,4.0,6.0,5.0
272,-0.16417910447761203,0.3571428571428575,-0.3333333333333333,-0.20725388601036282,-0.2072538860103629,-0.19298245614035103,6.65,4.0,0.0,2.0
275,1.8358208955223883,-0.42857142857143005,1.3333333333333333,1.3264248704663206,1.3367875647668397,1.3508771929824557,9.111,1.0,4.0,3.0
276,1.6417910447761195,-2.714285714285715,1.3333333333333333,1.2849740932642482,1.3160621761658033,1.0964912280701749,9.297,4.0,4.0,3.0
277,1.0597014925373134,-1.0,0.3333333333333333,0.9274611398963724,0.896373056994819,0.8684210526315786,8.473,4.0,4.0,7.0
278,0.0746268656716417,0.0,-0.3333333333333333,0.0777202072538857,0.08808290155440412,0.08771929824561371,7.151,4.0,2.0,3.0
279,0.3134328358208955,-0.14285714285714504,0.3333333333333333,0.30051813471502536,0.300518134715026,0.3070175438596488,8.049,4.0,5.0,5.0
280,-0.25373134328358216,-0.07142857142857252,0.3333333333333333,-0.3316062176165805,-0.32124352331606226,-0.3421052631578948,6.375,1.0,1.0,3.0
281,-0.34328358208955234,1.0,0.3333333333333333,-0.4870466321243524,-0.4766839378238342,-0.44736842105263175,6.405,4.0,5.0,5.0
287,-0.32835820895522394,-0.5000000000000026,0.0,-0.42487046632124353,-0.42487046632124376,-0.46491228070175455,6.649,4.0,1.0,3.0
288,-0.2388059701492538,-0.9285714285714275,1.3333333333333333,-0.2746113989637306,-0.33678756476683963,-0.36842105263157926,6.436,3.0,1.0,3.0
292,2.522388059701493,-1.6428571428571426,1.0,1.71502590673575,1.6632124352331612,1.5877192982456139,9.514,4.0,4.0,0.0
297,-0.22388059701492544,0.57142857142857,-0.7999999999999995,-0.30051813471502586,-0.300518134715026,-0.2807017543859651,6.834,3.0,6.0,4.0
299,1.0149253731343284,-0.714285714285715,0.6666666666666666,0.8911917098445592,0.849740932642487,0.8508771929824562,8.747,3.0,2.0,7.0
302,1.2835820895522387,-0.14285714285714504,1.0,0.9948186528497406,1.0310880829015547,1.043859649122807,8.968,1.0,4.0,0.0
304,0.0,0.0,0.3333333333333333,-0.010362694300518371,-0.010362694300517915,-0.008771929824561606,7.491,4.0,3.0,7.0
305,-0.34328358208955234,0.57142857142857,0.6666666666666666,-0.47150259067357503,-0.4974093264248705,-0.47368421052631576,6.515,4.0,4.0,5.0
306,-0.34328358208955234,-0.3571428571428575,1.3333333333333333,-0.4818652849740934,-0.4611398963730569,-0.5087719298245614,6.265,2.0,5.0,0.0
308,0.10447761194029845,-0.21428571428571247,0.0,0.11398963730569932,0.09844559585492249,0.09649122807017532,7.691,2.0,0.0,2.0
313,0.8059701492537314,0.0,0.3333333333333333,0.6943005181347147,0.694300518134715,0.7280701754385961,8.657,4.0,3.0,0.0
315,-0.1791044776119404,-0.3571428571428575,0.3333333333333333,-0.21243523316062177,-0.2383419689119171,-0.2543859649122807,6.729,4.0,6.0,4.0
318,0.5820895522388061,0.21428571428571247,0.3333333333333333,0.5388601036269424,0.5181347150259068,0.5701754385964911,8.109,1.0,5.0,0.0
320,-0.4477611940298509,-0.7857142857142875,1.0,-0.6632124352331605,-0.6476683937823835,-0.7192982456140352,6.273,4.0,2.0,3.0
321,0.014925373134328374,0.9285714285714275,0.3333333333333333,0.010362694300517911,-0.02590673575129525,0.05263157894736807,7.391,3.0,6.0,5.0
322,0.029850746268656747,-0.7857142857142875,0.0,0.0673575129533678,0.06735751295336782,0.01754385964912282,7.783,4.0,3.0,4.0
332,0.8208955223880599,0.21428571428571247,-0.3333333333333333,0.6943005181347147,0.7150259067357514,0.7543859649122805,8.844,1.0,3.0,3.0
334,-0.22388059701492544,-0.6428571428571425,0.0,-0.2590673575129533,-0.28497409326424866,-0.3157894736842108,6.718,3.0,0.0,7.0
336,-0.25373134328358216,-0.3571428571428575,-0.3333333333333333,-0.3160621761658032,-0.30569948186528495,-0.3421052631578948,6.368,4.0,3.0,4.0
339,0.5522388059701493,-0.285714285714285,-0.6666666666666666,0.5492227979274608,0.5284974093264247,0.5438596491228067,8.148,1.0,4.0,0.0
340,-0.04477611940298512,-0.7857142857142875,0.0,-0.04145077720207256,-0.02072538860103629,-0.07894736842105289,7.545,1.0,4.0,3.0
342,-0.3134328358208956,-0.21428571428571247,-0.3333333333333333,-0.42487046632124353,-0.41450777202072536,-0.44736842105263175,6.26,4.0,3.0,2.0
344,-0.1791044776119404,0.8571428571428601,0.0,-0.23834196891191747,-0.2642487046632124,-0.21052631578947384,6.967,3.0,4.0,0.0
346,2.2089552238805967,0.42857142857143005,-0.3333333333333333,1.4974093264248693,1.4663212435233164,1.5877192982456139,9.421,4.0,0.0,3.0
350,0.2686567164179104,-2.42857142857143,0.6666666666666666,0.35751295336787525,0.32642487046632124,0.18421052631578944,8.116,4.0,4.0,6.0
352,0.9850746268656716,-0.5000000000000026,1.0,0.8497409326424866,0.8238341968911918,0.833333333333333,8.648,4.0,6.0,2.0
353,0.1343283582089552,-4.571428571428575,3.3333333333333335,0.32124352331606165,0.23316062176165817,-0.03508771929824564,7.403,4.0,4.0,2.0
355,0.253731343283582,0.07142857142857252,0.0,0.24352331606217595,0.24352331606217606,0.2631578947368419,8.111,4.0,3.0,3.0
356,-0.20895522388059706,0.8571428571428601,0.6666666666666666,-0.30051813471502586,-0.29015544041450764,-0.2543859649122807,6.75,4.0,5.0,2.0
358,0.0,0.5000000000000026,-0.6666666666666666,-0.02072538860103628,-0.010362694300517915,0.01754385964912282,7.729,4.0,4.0,2.0
360,0.7313432835820897,-0.42857142857143005,1.0,0.6891191709844553,0.6165803108808293,0.6491228070175435,9.08,4.0,1.0,0.0
362,0.029850746268656747,-0.714285714285715,0.0,0.0673575129533678,0.06217616580310887,0.01754385964912282,7.575,4.0,6.0,7.0
363,-0.34328358208955234,0.57142857142857,-0.3333333333333333,-0.4818652849740934,-0.4766839378238342,-0.46491228070175455,6.76,1.0,4.0,2.0
364,-0.32835820895522394,-0.21428571428571247,0.0,-0.44041450777202085,-0.47150259067357525,-0.48245614035087736,6.953,4.0,6.0,4.0
368,-0.34328358208955234,-1.9285714285714326,1.6666666666666667,-0.41450777202072564,-0.45077720207253896,-0.5526315789473687,6.41,1.0,5.0,3.0
370,0.4029850746268657,0.42857142857143005,0.0,0.3626943005181342,0.3782383419689122,0.4210526315789473,8.305,1.0,5.0,3.0
372,-0.3880597014925374,0.714285714285715,-0.3333333333333333,-0.5751295336787564,-0.5647668393782384,-0.5526315789473687,6.223,3.0,3.0,5.0
373,-0.04477611940298512,0.285714285714285,1.6666666666666667,-0.07253886010362721,-0.06735751295336782,-0.05263157894736846,7.27,4.0,6.0,2.0
376,-0.014925373134328374,0.3571428571428575,0.0,-0.04663212435233198,-0.02590673575129525,-0.008771929824561606,7.377,1.0,6.0,3.0
377,0.3283582089552239,-0.7857142857142875,0.0,0.34715025906735736,0.3678756476683938,0.3157894736842104,8.247,4.0,4.0,4.0
379,-0.1940298507462687,1.142857142857145,0.3333333333333333,-0.2590673575129533,-0.29015544041450764,-0.21929824561403508,6.829,3.0,4.0,4.0
381,-0.3582089552238807,0.57142857142857,0.6666666666666666,-0.523316062176166,-0.5181347150259068,-0.5087719298245614,6.498,1.0,6.0,0.0
382,0.5522388059701493,1.0714285714285725,0.0,0.46632124352331566,0.4818652849740932,0.5789473684210523,8.658,4.0,6.0,3.0
383,0.746268656716418,-1.7857142857142876,-0.3333333333333333,0.7461139896373052,0.7098445595854924,0.6140350877192979,8.956,1.0,2.0,5.0
384,0.8059701492537314,-0.9285714285714275,-0.3333333333333333,0.7305699481865279,0.7409326424870466,0.6929824561403505,8.7,4.0,3.0,5.0
